beer_id,abv,external_brewery_id,ibu,external_beer_id,name,ounces,style
88c2d07f-5e7e-4af0-af3a-6421ed748065,0.061,155,94,793,Caldera IPA (2009),12,American IPA
2a65f060-e814-4499-9d96-598b9c22e464,0.061,155,94,792,Caldera IPA (2007),12,American IPA
a5648882-91f6-4bea-a6bd-ef499fa25f78,0.056,155,55,791,Caldera Pale Ale (2010),12,American Pale Ale (APA)
986d41c2-8995-4275-80d3-5b557956641e,0.056,155,55,790,Caldera Pale Ale (2009),12,American Pale Ale (APA)
78b420a3-a8ba-4e6e-9407-7dcb103301d9,0.056,155,55,789,Caldera Pale Ale (2005),12,American Pale Ale (APA)
ba39cb9f-ed01-46cf-ba01-07a359c3d560,0.056,155,55,788,Caldera Pale Ale (2007),12,American Pale Ale (APA)
cb1d2e68-6c93-4a0f-899b-116589326875,0.056,155,55,38,Caldera Pale Ale (2011),12,American Pale Ale (APA)
ec2f649f-3c24-48d2-b2d6-287f91b577dd,0.054,155,24,37,Ashland Amber Ale,12,American Amber / Red Ale
628afbab-e83c-4172-a7b5-da1aa2301eb6,0.061,155,94,36,Caldera IPA,12,American IPA
d15bf5f1-ff5f-4263-a7e8-f944bb90f9a5,0.05,178,,2257,Remain in Light,12,American Pilsner
6f3939b0-7648-4e45-b491-9d81f3b193a5,0.065,178,,2256,Flower Child (2014),12,American IPA
8405b373-67c4-4e2a-84b0-a4d216739778,,497,,870,THP White (2006),12,Witbier
f4dcd359-2500-41b0-be3a-7e5f3ddc45bd,,497,,869,THP Amber (2006),12,American Amber / Red Ale
afa5af71-c7be-4572-85ae-d49caee6b250,,497,,868,THP Light (2006),12,American Blonde Ale
8829c1ee-d39f-4358-8b99-38bb54dafd2b,,497,,867,THP Dark (2006),12,English Dark Mild Ale
1592a405-7391-4dae-90b1-85fa65171e61,0.099,230,43,2068,Imperial Pumpkin Stout,16,Pumpkin Ale
65db2859-9235-46a7-ba85-4e2795d64058,0.09,230,130,2067,Dead-Eye DIPA,16,American Double / Imperial IPA
e9d774d1-801f-4b93-9921-2e5684237fbd,0.055,230,64,2066,Fisherman's IPA,12,American IPA
07b57563-f822-4a61-947c-1d59e073bb33,0.054,230,35,2065,Fisherman's Pils,12,German Pilsener
d84e8a3e-3a2d-47fc-8e1c-3219dbf97880,0.055,230,30,2064,Fisherman's Brew,12,American Amber / Red Ale
c7e7f07c-d35e-4283-b891-b217912cc8ff,0.055,267,35,1928,Cape Cod Red,16,American Amber / Red Ale
b49932f0-a826-4806-9e18-90f838946c3a,0.049,267,10,1927,Beach Blonde,16,American Blonde Ale
19a25416-b542-4953-a2fa-78968ecd034d,0.065,192,80,2227,Dark Voyage Black IPA (2013),12,American Black Ale
18c985d9-ffc3-4a4b-af2c-7214867408f5,0.052,192,28,2226,Wisconsin Amber,12,Vienna Lager
5312dc15-0029-4c21-aee8-fdc0617bdbfe,0.046,192,18,2225,Lake House,12,Munich Helles Lager
42f19573-70a3-4c6d-885f-f74a0131209f,0.056,192,55,1954,Ghost Ship White IPA,12,American IPA
8c45e679-78af-4265-a325-55b86edbd429,0.046,192,18,1910,Lake House,16,Munich Helles Lager
05b38327-fca6-4884-9511-b9d8834411bc,0.062,192,70,1177,Mutiny IPA,12,American IPA
1abc962d-f5e9-460a-a4b7-7f027dfc5336,0.052,192,,840,Wisconsin Amber (1998),12,Vienna Lager
729c22fe-5574-43a5-9b74-9030600990da,0.042,192,,180,Island Wheat,12,American Pale Wheat Ale
1eee8202-decd-4fd3-b6f0-65824c3acd4c,0.052,192,,63,Wisconsin Amber (2013),12,Vienna Lager
0dbf3aff-07f6-42c7-b366-01467cbb232f,0.05,192,,62,U.S. Pale Ale,12,American Pale Ale (APA)
7bfff5d5-de9c-4c5c-8df7-e3b354df9aca,,192,,61,Supper Club Lager,12,American Pale Lager
31cd0741-2c35-422c-a709-787cb75af9d8,0.04,504,,784,Carolina Lighthouse (2007),12,American Blonde Ale
6c451e7f-d3df-4113-a213-02a5ec3974c5,0.05,504,,783,Carolina Blonde (2006),12,American Blonde Ale
5e1434f6-2a12-432f-b65a-f0dbc9519910,0.035,504,,782,Carolina Blonde Light (2005),12,American Blonde Ale
7541fea3-1934-4cd4-9bea-d2f78f0b2d2a,0.059,179,22,2255,Santa's Secret,16,Winter Warmer
c2c8fc3d-977b-481b-bacf-4eb81bcf280a,0.057,179,,530,Flagship IPA,12,English India Pale Ale (IPA)
d3b3f18b-cab2-4abe-8130-012bc24e7b58,0.051,179,,427,Sky Blue Golden Ale,12,Kölsch
4c7adc2b-49f6-433b-9cc2-529497488934,0.099,222,100,2094,Epitome,16,American Black Ale
8684a57c-d40e-450c-b4cc-df5427c45346,0.039,222,9,1941,Monkey Chased the Weasel,16,Berliner Weissbier
3e1d402a-18f0-40d2-90e7-9824f6a25336,0.078,222,80,1940,077XX,16,American Double / Imperial IPA
2af27541-c116-446d-860d-39c3ab0362c4,0.042,222,35,1439,Boat Beer,12,American IPA
ee89751d-0bee-448a-9cb5-77007e6f3c0a,0.069,404,,1465,Granny Smith Hard Apple Cider,16,Cider
8731e0dd-6910-40bd-9b90-7b0317f459ce,0.069,404,,1464,Dry Hard Apple Cider,16,Cider
4ebceb85-2e6c-40c0-8d76-db830dd04dcb,0.056,331,,1744,Farmer Ted's Cream Ale,12,Cream Ale
8a1a858a-ad14-428d-8cb7-17ed9a021318,0.052,331,,1743,Firewater India Pale Ale,12,American IPA
790776ce-05fa-467f-8237-55a487f303b2,0.047,331,,1742,White Zombie Ale,12,Witbier
908d7645-6c30-45b4-8e00-e0bc761424ae,0.07,331,,1719,King Winterbolt Winter Ale,12,Winter Warmer
12ffd614-b67f-45a0-a21a-084c3c34e99a,0.047,331,,638,White Zombie Ale,12,Witbier
904d4509-fdd4-4a13-ac41-4299f021f86c,0.052,331,,507,Firewater India Pale Ale,12,American IPA
c24e4c29-fefb-4e73-8574-e5c389743d63,0.056,331,,480,Farmer Ted's Farmhouse Cream Ale,12,Cream Ale
60b7a436-f602-443a-9ddc-ee9c644ef6e3,0.048,285,16,1882,Whitecap Wit,16,Witbier
5c3a1a4c-03de-435a-8590-2a2310d6977d,0.078,285,16,1881,Seiche Scottish Ale,16,Scottish Ale
3ecfdad3-b476-40a3-a0ec-0d4a9c849dda,0.058,96,,2446,Peanut Butter Jelly Time,12,American Brown Ale
3067cffd-8efc-4cb8-97aa-fec108a20363,0.054,96,,2106,King Coconut,12,American Porter
0a769073-3f30-416b-acda-6d3b9bc48aec,0.085,29,90,2600,Gone A-Rye,16,American Double / Imperial IPA
2864113c-8be2-4b70-8390-87f8761b6227,,29,,2210,Special Release,16,""
b8dd604a-5e6c-4e36-b571-6e8fb8839b2d,0.068,29,70,2052,Dankosaurus,16,American IPA
7bf389af-f2f0-490e-8a02-cf780defc5a7,0.051,29,35,1584,Scruffy's Smoked Alt,16,Smoked Beer
bd0ccab5-045d-49c7-9b69-3aff1aa929a8,0.051,29,36,1182,Elliott's Phoned Home Pale Ale,16,American Pale Ale (APA)
10188fa3-441c-44ae-83bf-1f4a2bd10578,0.05,29,18,1050,The Lawn Ranger,16,Cream Ale
7f550570-db33-4e44-ab9d-e4b3f5832827,0.05,452,,1219,All American Blonde Ale,12,American Blonde Ale
24e99b22-341c-4380-8478-120eb0020583,0.05,452,,1218,All American Red Ale,12,American Amber / Red Ale
88e2bc63-d027-494c-a380-82294faa33c1,0.05,122,40,2377,Main St. Virginia Ale,12,Altbier
ad81c1e2-3a17-490a-bd69-3e5af83c30c3,0.045,122,24,1839,Chin Music Amber Lager,12,American Amber / Red Lager
6fb5aa45-23dd-4a9b-bfcb-4fe7f50c8c79,0.05,122,40,1248,Main St. Virginia Ale,12,Altbier
3ef52b99-c77d-4676-9e72-66c91b576f6a,0.052,122,42,1247,Ray Ray’s Pale Ale,12,American Pale Ale (APA)
eef21f99-3c2e-42bd-b180-50866e27ac77,0.051,350,15,1649,Chai Ale,16,Herbed / Spiced Beer
2859d605-7edc-48c6-9f58-bf4feb504090,0.072,350,85,1648,Lucky Day IPA,16,American IPA
aabcf5e0-8612-4a1e-925c-2a4f9725649a,0.095,350,99,1647,Terrace Hill Double IPA,16,American Double / Imperial IPA
6764db1c-fe9c-418c-91c7-3d8da8c0230a,0.075,350,77,1646,Catch 23,16,American Black Ale
4a2e8f46-b406-4424-b204-54cc91dec3d0,0.07,236,,2057,Stickin' In My Rye,24,Rye Beer
7d2907ce-5268-4f9d-9ffc-5e6daec07cd2,0.06,236,45,2056,Black Me Stout,12,American Stout
0b001716-5bcc-4788-9f12-46d73b15c02b,0.05,236,22,2055,Killer Kolsch,12,Kölsch
f7d3c4c5-9357-499b-be5a-286f93442b5e,0.07,236,65,1933,Missile IPA,12,American IPA
8ba98220-5552-4c88-aa54-018de87b234c,0.045,250,,2019,Enlighten,16,Kölsch
799b9882-f749-460d-af0d-cb86a77825b7,0.065,250,8,2018,Ale Cider,16,Fruit / Vegetable Beer
ee2aa430-ce54-425e-bec8-134292198e49,0.055,250,30,2017,Pail Ale,16,American Pale Ale (APA)
d688d3c6-7788-4b94-8971-e79ad45a43d6,0.045,250,,2016,Englishman,16,English Brown Ale
b3e2ca57-6fab-4ae4-8988-87f42fdd328b,0.08,226,69,2080,8 Barrel,16,American Strong Ale
dce73d2e-268d-4904-b494-f8b2e623b9ba,0.055,226,40,2079,Oktoberfest,16,Märzen / Oktoberfest
e7ecb978-bd3f-4d94-9258-9ee9376e0df5,0.057,121,58,2380,IPA #11,16,American IPA
0e6a9597-7b60-4f64-b029-38b91c9a59d3,0.057,121,10,2379,Blood Orange Honey,16,Fruit / Vegetable Beer
edb131d5-56b5-4066-b9e6-f381f4dffd3b,0.052,121,,2354,Lighthouse Amber,16,Altbier
0e066504-7a97-425b-9f43-b10c19de8330,0.089,99,126,2440,Bay of Bengal Double IPA (2014),12,American Double / Imperial IPA
c67e4b87-2ceb-4b0f-a026-881dda41078e,0.049,526,29,567,Churchkey Pilsner Style Beer,12,American Pilsner
d7ee4018-a30c-47d8-90da-691073d79307,0.05,425,,1342,First Press,12,Cider
e2c3d227-342a-4c39-aeb6-0cf3f49a1d97,0.05,425,,1341,Magic Apple,12,Cider
5b7e05d0-69c2-40c5-9c79-d109642e2c92,0.055,141,25,2349,Cubano Espresso,12,Bock
765bc38c-96af-49a0-b9ab-68b2c948c149,0.062,141,65,2014,Operation Homefront,12,American IPA
96db9611-3459-412c-827e-06b3fee7e37e,0.082,141,65,2013,Wandering Pelican,12,American Black Ale
6e6fb96b-c69f-473f-92fc-50f18cff7b3b,0.055,141,,2012,Sugar Plum,12,American Brown Ale
8bb05a9d-339a-4b62-96ae-0a79e7876b0f,0.055,141,,2011,Oktoberfest,12,Märzen / Oktoberfest
5a00b148-909a-4b76-908b-88c8a0024806,0.06,141,,2010,Puppy's Breath Porter,12,American Porter
ae0e28c7-9d3c-41fe-95d7-4b9f7d1bea1c,0.045,141,,2009,Happening Now,12,American IPA
ca29297a-c902-4419-8934-04193a4ed4de,0.07,141,60,1726,Hopped on the High Seas (Hop #529),12,American IPA
fc4fadf9-b075-4b67-82cf-18c0cb4aa41e,0.07,141,60,1725,Hopped on the High Seas (Calypso),12,American IPA
f826e108-ead6-4234-9eb7-de2df8821cd2,0.063,141,,1695,Wiregrass Post-Prohibition Ale,12,American Pale Ale (APA)
a59176b4-c811-4600-b6a5-518532a72186,0.07,141,60,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,12,American IPA
8504e690-f5ce-489c-b9af-86fd0a317a0f,0.07,141,60,1693,Hopped on the High Seas (Citra),12,American IPA
17cb4c1e-cea1-4217-8298-1e8078f1ba72,0.07,141,60,1692,Hopped on the High Seas (Ahtanum),12,American IPA
6d604e1c-9d89-4ab6-8241-87f5ead4f7c7,0.055,141,,1369,Gwar Beer,12,American Pale Ale (APA)
f9a9c892-5bf1-46ef-895c-6a493ae61479,0.052,141,,1243,Tropical Heatwave,16,American Pale Wheat Ale
f320e1e4-ff1d-47dc-ab49-e821f6305e9c,0.075,141,70,1142,Humidor Series India Pale Ale,12,American IPA
8b7e0054-727a-45a6-b80f-70b5d8f1c07c,0.075,141,70,1141,Jai Alai IPA Aged on White Oak,12,American IPA
4660f860-366e-4d0b-93a6-30b89d7c7bcd,0.08,141,65,1140,José Martí American Porter,12,American Porter
5f04c835-1dfe-40c9-8bda-1eda81e70bb3,0.05,141,,1139,Invasion Pale Ale,12,American Pale Ale (APA)
f11abf2d-753c-49e2-a906-5f34e6c5b0b9,0.055,141,25,1138,Maduro Brown Ale,12,English Brown Ale
42edb3b6-8391-4749-8630-b4fa1aa19b96,0.055,141,25,571,Maduro Brown Ale,12,American Brown Ale
28235ae8-02c3-4306-86e3-001630164f33,0.05,141,,570,Hotter Than Helles Lager,12,Munich Helles Lager
88e5ec9c-fc7d-47ee-8403-c0247a355333,0.072,141,75,569,Tocobaga Red Ale,12,American Amber / Red Ale
496448b1-447e-47d9-8e53-ceaef8af80bf,0.075,141,70,546,Jai Alai IPA,12,American IPA
576d4848-c815-45f1-b8d3-9d579a94d13b,0.05,141,18,545,Florida Cracker Belgian Wit,12,Witbier
b5a04a66-74cc-4c20-948d-bd93a1fb2ac8,0.048,145,,2338,Shark Tracker Light lager,12,Light Lager
a7d180bf-ffc4-46e5-ad5d-0c0b1a59861e,0.06,145,,1365,Pumple Drumkin,12,Pumpkin Ale
ed681c3b-3e7a-4f68-bced-dd2c8f692fab,0.045,145,,1094,Grey Lady,12,Witbier
4de92a8f-b12c-4548-9c2a-93505caadbe1,0.062,145,,657,Summer of Lager,12,Munich Helles Lager
97c17c6b-3361-46f4-9fa3-59f0734dd4d6,0.065,145,,656,Indie Pale Ale,12,American IPA
6db9643b-0e66-474f-897a-ffe6a2de8cce,0.038,145,,359,Sankaty Light Lager,12,Light Lager
ee39c643-f8e3-4def-b5b0-d266bd6002df,0.056,145,,56,Whale's Tale Pale Ale,12,English Pale Ale
a2c98dda-2773-498a-829e-d7f8eae2ebb3,0.067,320,60,1772,Jacaranada Rye IPA,16,American IPA
0935d121-2655-4421-9275-ad7fed8cae9f,0.06,418,75,1393,Cascadian Dark Ale,12,American Black Ale
312392a3-e593-42df-84c3-fa4f835bedf9,0.044,418,13,893,Wheat the People,16,American Pale Wheat Ale
8347ba22-a4e2-44fb-82fd-4a8fcf04ac05,0.047,415,17,1407,Tybee Island Blonde,12,American Blonde Ale
f0ca7247-4ea3-4a25-84a0-050324c70a9c,0.062,415,55,1406,Savannah Brown Ale,12,American Brown Ale
1d07b99a-9659-401d-b82d-8a983a625ffb,0.046,101,11,2438,Rhode Island Blueberry,12,Kölsch
de03af49-7bda-450a-b945-13c2085b0c47,0.065,101,75,2437,Newport Storm IPA,12,American IPA
50a9ef32-10fe-4668-be9d-97dbe54fad58,0.052,101,24,751,Hurricane Amber Ale (2004),12,American Amber / Red Ale
d17fc596-c1c4-4eed-925f-ca071db3bc53,0.052,101,24,120,Hurricane Amber Ale,12,American Amber / Red Ale
5c431fec-49ab-46bd-9614-39f96d649364,0.058,232,,2061,Big Blue Van,16,Fruit / Vegetable Beer
ee9cb871-d5ce-47e2-878e-a9c75cba83d7,0.068,482,75,970,Des Moines IPA,16,American IPA
cd6f3280-7fb4-49cf-9924-f0c4ab32da85,0.048,482,22,969,Capital Gold Golden Lager,16,German Pilsener
ea7eb2da-4945-4695-885a-e8ceafc797fa,0.056,482,21,968,Farmer John's Multi-Grain Ale,16,American Blonde Ale
f31bfc0b-150c-4667-bcbf-dc2c24416607,0.05,139,,2351,Behemoth,12,American Pilsner
d4ab1b0f-16ae-41d1-85b3-3da863f2304a,0.052,139,,1650,Arkansas Red,12,American Amber / Red Ale
fa1d4cf9-661c-4044-9f32-534b030295fa,0.057,139,,1337,Core Oatmeal Stout,12,Oatmeal Stout
9ee33940-05dc-4b12-a0f8-f5ceef5658e9,0.061,139,,1336,Core ESB,12,Extra Special / Strong Bitter (ESB)
ec5e0d5a-d513-45f3-a048-52b1d099205d,0.038,512,,737,Chester's Beer (2005),12,American Pale Lager
864c2484-5a67-4058-9643-236b49993d2f,0.05,553,,129,Heiner Brau Kölsch,12,Kölsch
3553e4a5-2047-45e9-abb4-6f6b0817e83d,0.048,515,,716,Trigger Blonde Ale,16,American Blonde Ale
83a4db54-e3c1-4cfe-8d32-62f15d4dacad,0.075,515,29,659,Crabtree Oatmeal Stout,16,Oatmeal Stout
b4db5262-d655-4403-8980-bb7ed5668b04,0.077,515,71,556,Eclipse Black IPA,16,American Black Ale
289d582d-8f37-4012-9bb5-3d36ed6dc713,0.06,63,46,2538,Neomexicanus Native,12,American Pale Ale (APA)
6617475a-90bf-465b-a3da-fd74530441d1,0.075,63,25,2355,Old Soul,12,Belgian Strong Pale Ale
f434e6e5-8809-47ce-bb90-50062094cd5b,0.059,63,,1689,Snowcat Coffee Stout,12,American Stout
cbf81b55-1b43-4644-ab77-36144a6f2958,,63,,1163,WinterWonderGrass Festival Ale,12,American Amber / Red Ale
53b46419-c514-47e9-96f8-b46445aca269,,63,,940,Boohai Red Ale,12,American Amber / Red Ale
2beeb5d9-1606-49de-a416-1d4a1888124b,0.052,63,15,685,Lava Lake Wit,12,Witbier
6e5f8a22-b26e-4b0e-9269-9b556c3f6840,0.06,63,,613,Mountain Livin' Pale Ale,12,American Pale Ale (APA)
ac9b7928-44e6-4f22-bdc5-86b607ec68a6,0.052,63,25,356,Crazy Mountain Amber Ale,12,American Amber / Red Ale
17079c37-71c0-4c76-b345-7c0ec7d5ec57,0.065,247,65,2029,Tropicalia,12,American IPA
a9fcda96-d232-459d-b356-e1f55207981c,0.045,247,,2028,Athena,12,Berliner Weissbier
14d7a66a-c1c1-498c-92cd-b50ad047f74a,0.049,169,25,2293,Aviator Raspberry Blonde,12,American Blonde Ale
401f37cd-f7e5-4c99-bb64-60d5549ba5f0,0.055,169,,1105,3 Picket Porter,12,American Porter
6ad1eade-cc8d-47ac-b919-faa87332fea1,0.056,169,,1104,Rusty Nail Pale Ale,12,American Pale Ale (APA)
302d49b8-9b92-423b-8f30-25ef876d1bcb,0.065,212,,2145,Red Water Irish Style Red,12,American Amber / Red Ale
