beer_id,abv,brewery_uuid,ibu,name,ounces,style
43dc0deb-d10f-4358-92b1-e61959e97763,0.072,7006a17a-74da-497a-ba35-2338c7efbb25,22,OktoberBeast,12,Märzen / Oktoberfest
618760b0-a922-48d9-9a19-d217ea46e84d,0.048,7006a17a-74da-497a-ba35-2338c7efbb25,23,Mad Beach,12,American Pale Wheat Ale
38a4a9c2-8440-4fee-a29f-0ee095c62f12,0.067,7006a17a-74da-497a-ba35-2338c7efbb25,,Hog Wild India Pale Ale,12,American IPA
7270cde0-4cff-4836-b2f7-e5b3d4c20552,0.092,7006a17a-74da-497a-ba35-2338c7efbb25,5,Devils Tramping Ground Tripel,12,Tripel
ff9c5d6a-b744-4e3c-988f-701723cc57e0,0.061,7006a17a-74da-497a-ba35-2338c7efbb25,41,Hot Rod Red,12,American Amber / Red Ale
9a34db00-3538-4bb5-9377-21404c472697,0.086,c8160b2b-3e43-4db3-bbd8-32f07a0a0060,,Palate Mallet,12,American Double / Imperial IPA
e986f2ff-4ffb-4938-8819-51119873e1fd,0.06,c8160b2b-3e43-4db3-bbd8-32f07a0a0060,,Back East Porter,12,American Porter
6aee4811-7635-45f4-8598-c128991665c6,0.049,c8160b2b-3e43-4db3-bbd8-32f07a0a0060,,Back East Golden Ale,12,American Blonde Ale
9d76158f-7549-4991-98ea-a3dc99db682e,0.07,c8160b2b-3e43-4db3-bbd8-32f07a0a0060,,Misty Mountain IPA,12,American IPA
62b0be20-f37c-49d2-9993-f1d92766377f,0.05,c8160b2b-3e43-4db3-bbd8-32f07a0a0060,,Back East Ale,12,American Amber / Red Ale
c3fad046-3d12-4c0d-a041-92e25f1a20a2,0.068,72b7fb2e-ebb2-4f46-8c85-758c6707d42a,70,Topcutter India Pale Ale,12,American IPA
eff21099-ff47-4e8e-ac73-a472a36a69e6,0.044,72b7fb2e-ebb2-4f46-8c85-758c6707d42a,38,Field 41 Pale Ale,12,American Pale Ale (APA)
cd92d0ba-e286-4882-aa21-4bd4baf3bb85,0.07,38871a7b-b304-459b-aa24-282321967048,,Grapefruit Sculpin,12,American IPA
f5c655f1-866d-4d87-89c6-422fb9eda29c,0.038,38871a7b-b304-459b-aa24-282321967048,40,Even Keel,12,American IPA
58b1923c-29bb-4c69-bfe9-8036a4892a4a,0.052,38871a7b-b304-459b-aa24-282321967048,23,Ballast Point Pale Ale,12,Kölsch
b0e0a185-72d5-4915-8c2a-c36dfde24bb7,0.07,38871a7b-b304-459b-aa24-282321967048,75,Big Eye India Pale Ale,12,American IPA
d5e47ea3-7f15-48d6-ac4b-836f51d692e7,0.046,38871a7b-b304-459b-aa24-282321967048,,Longfin Lager,12,Munich Helles Lager
aa58d58b-187d-4938-88a9-69448ec08fc0,0.07,38871a7b-b304-459b-aa24-282321967048,70,Sculpin IPA,12,American IPA
9c9509ae-7fd0-4552-8da9-26d7ff12b1c0,0.07,eaccdf46-40c0-4a05-a4b8-680f0e38f913,46,Thai.p.a,16,American IPA
ac6f639f-7eb5-4ec8-b619-66c6a0b804ad,0.06,bd4c1883-0fa4-4ebf-84a5-750eeccb7546,60,Barrio Blanco,12,American IPA
faa4448b-d87c-48ff-a545-39e5354f31a8,0.045,bd4c1883-0fa4-4ebf-84a5-750eeccb7546,,Barrio Tucson Blonde,12,American Blonde Ale
063d6a7f-9e62-4975-8fb9-03ead3244c35,0.049,c4e818fa-6abc-440b-bdb5-c8172bb5fbd8,22,Hop in the ‘Pool Helles,12,American Pilsner
eb5abbac-18c9-44f6-8051-019d5f2de13b,0.067,c4e818fa-6abc-440b-bdb5-c8172bb5fbd8,60,Ultra Gnar Gnar IPA,12,American IPA
822f7104-d2bd-4a41-aa15-fbc6ed1973c0,0.068,c4e818fa-6abc-440b-bdb5-c8172bb5fbd8,62,In-Tents India Pale Lager,12,American Pale Lager
8506f321-c392-4793-95cb-086165ce02a4,0.05,c4e818fa-6abc-440b-bdb5-c8172bb5fbd8,20,Lost Meridian Wit,12,Witbier
791a943a-9cfb-4913-a782-adc940a1043c,0.051,c4e818fa-6abc-440b-bdb5-c8172bb5fbd8,45,Celestial Meridian Cascadian Dark Lager,12,Euro Dark Lager
3e105276-a129-4a6b-a13d-930e0c9d7c6d,0.054,45bf9811-0d89-40c3-a020-2d2638a0c932,55,Wagon Party,12,California Common / Steam Beer
97527265-d8a2-4eb3-bcc0-3a3ef4253d1d,0.067,45bf9811-0d89-40c3-a020-2d2638a0c932,70,Sky-Five,12,American IPA
3a56a820-a0b8-439a-a6f3-b09755ef6236,0.05,45bf9811-0d89-40c3-a020-2d2638a0c932,28,Stargrazer,12,Schwarzbier
16a76929-6fc8-42bb-8beb-418d94d6f26a,0.054,45bf9811-0d89-40c3-a020-2d2638a0c932,48,Wonderstuff,12,German Pilsener
0ba831d5-285e-4308-b1c2-ca312e29b2ab,0.053,0026ad13-246b-4091-b344-641934ef7cc3,,Tarnation California-Style Lager,12,California Common / Steam Beer
f561f23b-5f4b-4870-b410-530d2121e1be,0.07,0026ad13-246b-4091-b344-641934ef7cc3,42,On the Count of 3 (2015),16,Hefeweizen
c797b3a7-f87c-47de-85b6-b05974c807e4,0.047,0026ad13-246b-4091-b344-641934ef7cc3,,Summer Swelter,12,American Pale Wheat Ale
0068c66a-1f15-418f-ac71-223f71b6060c,0.068,0026ad13-246b-4091-b344-641934ef7cc3,,Phantom Punch Winter Stout,12,Foreign / Export Stout
7e7306ed-4a62-4483-aecd-9602b7abfe48,0.066,0026ad13-246b-4091-b344-641934ef7cc3,,Hayride Autumn Ale,12,Rye Beer
48d4b577-91eb-4a5d-aeea-8e79deb92173,0.047,0026ad13-246b-4091-b344-641934ef7cc3,,Celsius Summer Ale (2012),12,American Pale Wheat Ale
09cf0d38-9a52-4e11-a15b-55399065ba17,0.055,0026ad13-246b-4091-b344-641934ef7cc3,35,Amber Road,12,American Amber / Red Ale
e53ecd65-4871-4f6b-9c4a-b303f338ae32,0.049,0026ad13-246b-4091-b344-641934ef7cc3,28,Pamola Xtra Pale Ale,12,American Pale Ale (APA)
b841fe3a-d6fa-4d79-9369-e6360cff5655,0.069,0026ad13-246b-4091-b344-641934ef7cc3,69,Stowaway IPA,12,American IPA
786d8b3a-6eba-4927-b688-c56b37de6ce6,0.088,827042d6-0920-484e-94ae-6f8ef520cd74,108,Hoptopus Double IPA,16,American Double / Imperial IPA
7c26c300-6e83-4c39-bead-74b7adaeb2cc,0.044,449a1e99-45aa-40d0-a3a8-d825919641d6,44,Moar,12,English India Pale Ale (IPA)
