abv,ibu,id,name,style,brewery_id,ounces,breweryUuid
0.052,,1243,Tropical Heatwave,American Pale Wheat Ale,141,16.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.08,65.0,1140,José Martí American Porter,American Porter,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.05,,1139,Invasion Pale Ale,American Pale Ale (APA),141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.055,25.0,571,Maduro Brown Ale,American Brown Ale,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.05,,570,Hotter Than Helles Lager,Munich Helles Lager,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.072,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.075,70.0,546,Jai Alai IPA,American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.048,,2338,Shark Tracker Light lager,Light Lager,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.06,,1365,Pumple Drumkin,Pumpkin Ale,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.045,,1094,Grey Lady,Witbier,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.062,,657,Summer of Lager,Munich Helles Lager,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.065,,656,Indie Pale Ale,American IPA,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.038,,359,Sankaty Light Lager,Light Lager,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.0559999999999999,,56,Whale's Tale Pale Ale,English Pale Ale,145,12.0,7e749a31-8ae6-4997-9847-b3cdbd2e7c9e
0.067,60.0,1772,Jacaranada Rye IPA,American IPA,320,16.0,54622678-f89c-4ce7-bc09-3a27808a6225
0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,418,12.0,87b5537d-1ade-42da-9df2-1274eaf3298d
0.044,13.0,893,Wheat the People,American Pale Wheat Ale,418,16.0,87b5537d-1ade-42da-9df2-1274eaf3298d
0.0579999999999999,,2061,Big Blue Van,Fruit / Vegetable Beer,232,16.0,c96029a1-cb59-4de2-9a2b-3a8380964bde
0.05,,2351,Behemoth,American Pilsner,139,12.0,db2a9bf5-2c02-4f7f-af91-76a96aee2e31
0.052,,1650,Arkansas Red,American Amber / Red Ale,139,12.0,db2a9bf5-2c02-4f7f-af91-76a96aee2e31
0.057,,1337,Core Oatmeal Stout,Oatmeal Stout,139,12.0,db2a9bf5-2c02-4f7f-af91-76a96aee2e31
0.061,,1336,Core ESB,Extra Special / Strong Bitter (ESB),139,12.0,db2a9bf5-2c02-4f7f-af91-76a96aee2e31
0.038,,737,Chester's Beer (2005),American Pale Lager,512,12.0,760afc6b-a382-428e-b9d4-074e683f7abc
0.05,,129,Heiner Brau Kölsch,Kölsch,553,12.0,11ca4b21-c34e-4857-9434-b1f264140524
0.048,,716,Trigger Blonde Ale,American Blonde Ale,515,16.0,3d2a2d0f-e13a-48d3-a1f3-8158d1538ab9
0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,3d2a2d0f-e13a-48d3-a1f3-8158d1538ab9
0.077,71.0,556,Eclipse Black IPA,American Black Ale,515,16.0,3d2a2d0f-e13a-48d3-a1f3-8158d1538ab9
0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
0.059,,1689,Snowcat Coffee Stout,American Stout,63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
,,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
,,940,Boohai Red Ale,American Amber / Red Ale,63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
0.052,15.0,685,Lava Lake Wit,Witbier,63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
0.06,,613,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
0.052,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,ca8bfb14-81cf-4c1c-8cd6-78b99cf7b1bd
0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,313df964-9854-4ab9-9733-c29aad544c45
0.052,23.0,681,Summertime Ale,Kölsch,472,16.0,313df964-9854-4ab9-9733-c29aad544c45
0.049,,1789,Lost River Blonde Ale,American Blonde Ale,315,16.0,430a9947-db3e-441d-b4bd-58fca448bd20
0.054,,1788,Monon Wheat,Witbier,315,16.0,430a9947-db3e-441d-b4bd-58fca448bd20
0.08,,1787,Floyd's Folly,Scottish Ale,315,16.0,430a9947-db3e-441d-b4bd-58fca448bd20
0.063,,1786,Half Court IPA,American IPA,315,16.0,430a9947-db3e-441d-b4bd-58fca448bd20
0.08,,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.05,15.0,1809,The Tradition,American Blonde Ale,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.053,11.0,1263,El Hefe Speaks,Hefeweizen,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.055,,1092,Penn Quarter Porter,American Porter,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.065,80.0,186,The Corruption,American IPA,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.07,,185,The Citizen,Belgian Pale Ale,227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.06,,184,The Public,American Pale Ale (APA),227,12.0,1cd1dfd7-851b-4912-9bfe-2828dddc6540
0.065,,1224,Dank IPA,American IPA,451,16.0,1e0f99d5-0a6b-498a-beca-2d2c21b4bdd9
0.065,,964,Dank IPA (2012),American IPA,451,16.0,1e0f99d5-0a6b-498a-beca-2d2c21b4bdd9
0.072,,1623,Lift Off IPA,American IPA,358,16.0,bc1c658f-3780-4a49-b62a-ba9da764cf15
0.055,,110,BrewFarm Select Golden Lager,American Pale Lager,554,12.0,ef1cf3fb-430d-4334-a7db-69ea18ecead9
0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,d681717b-abd3-4c20-a9fb-18cbda1254ec
0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,d681717b-abd3-4c20-a9fb-18cbda1254ec
0.059,55.0,1213,Chuli Stout,Irish Dry Stout,453,12.0,6cfdd1a7-5875-490d-ac21-972b403aaf56
0.0559999999999999,46.0,1159,Mother Ale,American Blonde Ale,453,12.0,6cfdd1a7-5875-490d-ac21-972b403aaf56
0.065,71.0,947,Twister Creek India Pale Ale,American IPA,453,12.0,6cfdd1a7-5875-490d-ac21-972b403aaf56
0.0579999999999999,46.0,929,Single Engine Red,Irish Red Ale,453,12.0,6cfdd1a7-5875-490d-ac21-972b403aaf56
0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,9e06a19e-312b-4d45-b264-cecf6e51a783
0.052,16.0,2550,Weissenheimer,Hefeweizen,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
0.063,76.0,2025,Vertex IPA,American IPA,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
0.05,12.0,2021,Here Gose Nothin',Gose,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
0.05,,2015,Strawberry Blonde,Fruit / Vegetable Beer,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,74311046-203d-4c6e-b156-1100b4b7a2eb
,,944,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12.0,850ac35e-0bdb-4662-a133-22c819b5620e
,,524,Dolores River Hefeweizen,Hefeweizen,531,16.0,612d5f63-901f-4b34-abac-cf88157db26c
,,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16.0,612d5f63-901f-4b34-abac-cf88157db26c
,,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16.0,612d5f63-901f-4b34-abac-cf88157db26c
,,448,Dolores River Pale Ale,American Pale Ale (APA),531,16.0,612d5f63-901f-4b34-abac-cf88157db26c
,,447,Dolores River Dry Stout,Irish Dry Stout,531,16.0,612d5f63-901f-4b34-abac-cf88157db26c
,,446,Dolores River Mild,English Dark Mild Ale,531,16.0,612d5f63-901f-4b34-abac-cf88157db26c
0.066,100.0,881,Hop Abomination,American IPA,496,12.0,a6f89f70-e00a-43a3-9779-f70e71393ae9
0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.0,a6f89f70-e00a-43a3-9779-f70e71393ae9
0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,a6f89f70-e00a-43a3-9779-f70e71393ae9
0.0579999999999999,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,a6f89f70-e00a-43a3-9779-f70e71393ae9
0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,3c9cd3a2-f0b0-4a59-8a34-95f6c83fd1f1
0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,170,12.0,7c0fa97b-b482-43bd-a429-b62ed564e50c
0.062,80.0,1504,Country Boy IPA,American IPA,170,12.0,7c0fa97b-b482-43bd-a429-b62ed564e50c
0.049,23.0,2604,Blonde Czich,American Blonde Ale,26,16.0,51e62ad1-42ab-490a-b8a8-3ae8d6502c7f
0.07,61.0,2432,White Reaper,Belgian IPA,26,16.0,51e62ad1-42ab-490a-b8a8-3ae8d6502c7f
0.051,,2431,Bobblehead,American Pale Wheat Ale,26,16.0,51e62ad1-42ab-490a-b8a8-3ae8d6502c7f
0.052,,2430,Lucky Dog,American Pale Ale (APA),26,16.0,51e62ad1-42ab-490a-b8a8-3ae8d6502c7f
0.048,,2429,Voodoo,American Porter,26,16.0,51e62ad1-42ab-490a-b8a8-3ae8d6502c7f
0.054,48.0,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,51e62ad1-42ab-490a-b8a8-3ae8d6502c7f
0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,20652f26-12e5-4a3e-8a7b-589f6626acb4
0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,335,12.0,20652f26-12e5-4a3e-8a7b-589f6626acb4
0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,20652f26-12e5-4a3e-8a7b-589f6626acb4
0.063,55.0,2089,Trail Head,American Pale Ale (APA),224,12.0,e47d18ae-4f7c-4c27-8a28-feae3c16d541
0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,e47d18ae-4f7c-4c27-8a28-feae3c16d541
0.07,58.0,1455,Sudice American Stout,American Stout,405,16.0,82221e83-b64e-43c2-9593-0ec456674870
0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,82221e83-b64e-43c2-9593-0ec456674870
0.05,20.0,1453,Norns Roggenbier,Roggenbier,405,16.0,82221e83-b64e-43c2-9593-0ec456674870
0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,82221e83-b64e-43c2-9593-0ec456674870
0.07,70.0,1451,Moirai India Pale Ale,American IPA,405,16.0,82221e83-b64e-43c2-9593-0ec456674870
0.09,,1981,Hardcore Chimera,American Double / Imperial IPA,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.08,80.0,1664,Sobek & Set,American Black Ale,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.086,,1663,Nuclear Winter,Belgian Strong Dark Ale,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.053,,941,Secret Stache Stout,American Stout,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.055,,809,Cut Throat Pale Ale,American Pale Ale (APA),256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.075,,481,Threadless IPA,American IPA,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.055,,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.047,,350,Golden Wing Blonde Ale,American Blonde Ale,256,16.0,d9ee2acf-01b7-48d2-ae25-db12c2143eb3
0.045,47.0,2569,Easy Jack,American IPA,48,12.0,cec5d778-9c24-46f7-841e-174976076100
0.075,75.0,2463,Union Jack,American IPA,48,12.0,cec5d778-9c24-46f7-841e-174976076100
0.053,,2462,Pivo Pils,German Pilsener,48,12.0,cec5d778-9c24-46f7-841e-174976076100
0.047,,1957,805 Blonde Ale,American Blonde Ale,48,12.0,cec5d778-9c24-46f7-841e-174976076100
0.047,20.0,1733,805,American Blonde Ale,48,12.0,cec5d778-9c24-46f7-841e-174976076100
0.065,,2624,Deflator,Doppelbock,16,16.0,25cc1e54-693a-45a3-827c-337684e1ced7
0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.0,25cc1e54-693a-45a3-827c-337684e1ced7
0.06,104.0,1610,Half Cycle IPA,American IPA,16,16.0,25cc1e54-693a-45a3-827c-337684e1ced7
,,520,Inclined Plane Ale,American IPA,532,12.0,3a1f7d89-6e0a-4267-80c6-63e8c8a51e34
0.055,,2554,Moped Traveler,American Pale Ale (APA),54,16.0,e1cb5bc9-1582-4718-bf98-4fa43b9de958
0.071,60.0,608,Snake Dog IPA,American IPA,521,12.0,e2b339ba-8984-497a-ba6b-91882dec1515
0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,521,12.0,e2b339ba-8984-497a-ba6b-91882dec1515
0.04,,2567,Flying Mouse 8,American Porter,50,12.0,5bb89793-bf00-4a2b-81a5-4bba78134e12
0.07,70.0,2566,Flying Mouse 4,American IPA,50,12.0,5bb89793-bf00-4a2b-81a5-4bba78134e12
0.078,,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12.0,3e01b66a-8c7c-41f1-aa78-d019fe805ce7
0.06,,983,Backyahd IPA,American IPA,279,12.0,3e01b66a-8c7c-41f1-aa78-d019fe805ce7
0.065,,982,Raincloud Robust Porter,American Porter,279,12.0,3e01b66a-8c7c-41f1-aa78-d019fe805ce7
0.045,,981,Barstool American Golden Ale,American Blonde Ale,279,12.0,3e01b66a-8c7c-41f1-aa78-d019fe805ce7
0.052,,2172,Quick WIT,Belgian Pale Ale,206,12.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.062,,2171,The Optimist,American IPA,206,12.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.045,,1911,Suicide Squeeze IPA,American IPA,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.065,,1803,Java the Hop,American IPA,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.062,,1566,Next Adventure Black IPA,American Black Ale,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.067,,1515,3-Way IPA (2013),American IPA,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.0579999999999999,,1214,Tender Loving Empire NWPA,American Pale Ale (APA),206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.052,,674,Quick Wit Belgianesque Ale,Witbier,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.055,,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.088,,552,Cavatica Stout,American Double / Imperial Stout,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.051,,319,1811 Lager,American Amber / Red Lager,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
0.074,97.0,318,Vortex IPA,American IPA,206,16.0,f71ae900-2020-454b-a23e-925d7e5dbb4f
,,2322,Fort Pitt Ale,American Amber / Red Ale,151,12.0,0140615a-3940-46ff-8acb-7534571218e5
0.047,19.0,2661,Park,American Pale Wheat Ale,4,12.0,4431b884-6f1c-495c-8b78-ab3ad0cc9ba1
0.0559999999999999,16.0,2660,Westfalia,American Amber / Red Ale,4,12.0,4431b884-6f1c-495c-8b78-ab3ad0cc9ba1
0.046,17.0,2659,KSA,Kölsch,4,12.0,4431b884-6f1c-495c-8b78-ab3ad0cc9ba1
0.063,42.0,2658,Villager,American IPA,4,12.0,4431b884-6f1c-495c-8b78-ab3ad0cc9ba1
0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0,187aa8b1-c795-42b5-aedb-c8947f5a7442
0.072,65.0,1565,Centennial IPA,American IPA,15,12.0,187aa8b1-c795-42b5-aedb-c8947f5a7442
0.047,42.0,1223,All Day IPA,American IPA,15,12.0,187aa8b1-c795-42b5-aedb-c8947f5a7442
0.076,73.0,1874,El Chingon IPA,American IPA,287,12.0,2b86493e-8c1c-496f-91e3-8b770349e281
0.057,40.0,1873,Block Party Robust Porter,American Porter,287,12.0,2b86493e-8c1c-496f-91e3-8b770349e281
0.052,20.0,1872,Local Buzz,American Blonde Ale,287,12.0,2b86493e-8c1c-496f-91e3-8b770349e281
0.055,,2613,Feel Like Maplin' Love,Oatmeal Stout,22,16.0,1186fc4c-2fba-4a7a-9692-08851d7276a8
0.05,,2612,Father's Beer,Belgian Pale Ale,22,16.0,1186fc4c-2fba-4a7a-9692-08851d7276a8
0.06,,2611,The 26th,American IPA,22,16.0,1186fc4c-2fba-4a7a-9692-08851d7276a8
0.064,90.0,2610,The Gadget,American IPA,22,16.0,1186fc4c-2fba-4a7a-9692-08851d7276a8
0.06,,2428,Four String Vanilla Porter,American Porter,105,12.0,0a0e6f09-385e-4fd4-a70c-df0828e63619
0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0,0a0e6f09-385e-4fd4-a70c-df0828e63619
0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0,0a0e6f09-385e-4fd4-a70c-df0828e63619
0.07,70.0,2424,Big Star White IPA,American White IPA,105,12.0,0a0e6f09-385e-4fd4-a70c-df0828e63619
0.07,73.0,2254,Salamander Slam,American IPA,180,16.0,ce7ce315-a777-4537-8769-21885f40d043
0.05,,1658,Cack-A-Lacky,American Pale Ale (APA),347,12.0,e9f6be0f-0246-47ec-92b2-8d99fdabbbf2
0.072,50.0,2077,No Wake IPA,American IPA,228,12.0,3c06c36d-4955-4728-9eba-a22c6bc5c83f
0.049,15.0,2076,Boathouse Blonde,American Blonde Ale,228,12.0,3c06c36d-4955-4728-9eba-a22c6bc5c83f
0.05,26.0,2075,Cedar Point,American Amber / Red Ale,228,12.0,3c06c36d-4955-4728-9eba-a22c6bc5c83f
0.072,75.0,2045,Might As Well IPL,American Pale Lager,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.0579999999999999,35.0,1960,Saison Pamplemousse,Saison / Farmhouse Ale,240,12.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.074,74.0,1777,2020 IPA,American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.08,70.0,1698,Wolf Among Weeds IPA,American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.094,92.0,1641,Better Weather IPA,American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.059,60.0,1490,Point the Way IPA,American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.046,15.0,1489,Golden Road Hefeweizen,Hefeweizen,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.068,65.0,1399,Heal the Bay IPA,American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.059,60.0,1296,Point the Way IPA,American IPA,240,12.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.05,,1034,Cabrillo Kölsch,Kölsch,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.055,20.0,991,Get Up Offa That Brown,American Brown Ale,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.08,70.0,750,Burning Bush Smoked IPA,American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.08,70.0,749,Wolf Among Weeds IPA (2012),American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.059,60.0,549,Point the Way IPA (2012),American IPA,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.046,15.0,548,Golden Road Hefeweizen (2012),Hefeweizen,240,16.0,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2
0.07,70.0,1109,Descender IPA,American IPA,464,12.0,26b96041-d01d-4ec8-95a2-d0bb1d050455
0.06,18.0,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.0,26b96041-d01d-4ec8-95a2-d0bb1d050455
0.054,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16.0,abcf36fa-7b69-4a58-b471-f4511a80512c
0.054,30.0,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12.0,abcf36fa-7b69-4a58-b471-f4511a80512c
0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.0,abcf36fa-7b69-4a58-b471-f4511a80512c
0.042,18.0,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.0,abcf36fa-7b69-4a58-b471-f4511a80512c
0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.0,abcf36fa-7b69-4a58-b471-f4511a80512c
0.052,19.0,1383,Beaver Logger,American Pale Lager,420,12.0,e88af73d-d2a2-43b1-8bf2-b4b668998400
0.05,,477,White Water Wheat,American Pale Wheat Ale,536,12.0,64d350e2-cf89-4b54-bc58-95bbedc251c4
0.052,,476,Grand Canyon American Pilsner,American Pilsner,536,12.0,64d350e2-cf89-4b54-bc58-95bbedc251c4
0.054,,143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,12.0,64d350e2-cf89-4b54-bc58-95bbedc251c4
,,142,Black Iron India Pale Ale,American IPA,536,12.0,64d350e2-cf89-4b54-bc58-95bbedc251c4
0.053,22.0,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.057,18.0,1990,Cherry Ale,Fruit / Vegetable Beer,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.0559999999999999,33.0,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.062,60.0,1701,Great Crescent IPA,American IPA,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.057,27.0,1700,Aurora Lager,Dortmunder / Export Lager,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.053,22.0,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.0559999999999999,33.0,1269,Great Crescent Coconut Porter,American Porter,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.057,25.0,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.045,36.0,649,Great Crescent Brown Ale,American Brown Ale,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.057,18.0,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.057,27.0,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.06,25.0,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.051,13.0,478,Great Crescent Belgian Style Wit,Witbier,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.075,65.0,455,Bourbon's Barrel Stout,American Stout,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.08,66.0,442,Great Crescent Stout,English Stout,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.0559999999999999,33.0,441,Great Crescent Coconut Porter (2012),American Porter,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.057,23.0,440,Great Crescent Dark Lager,Euro Dark Lager,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.042,26.0,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.062,60.0,436,Great Crescent IPA (2011),American IPA,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.053,22.0,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.0,318e515a-fa20-42bb-a8f8-473485d2dbe1
0.05,,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.087,,2649,Hibernation Ale,Old Ale,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.061,,2648,Whitewater,American Pale Wheat Ale,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.071,,2647,Rumble,American IPA,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.083,,2646,Orabelle,Tripel,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.05,,2645,Lasso,American IPA,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.073,,2643,Colette,Saison / Farmhouse Ale,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.071,,2642,Titan IPA,American IPA,6,12.0,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098
0.045,15.0,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.0,67922a32-e4c3-4ef0-ae6e-6c3ef0c33286
0.045,15.0,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.0,67922a32-e4c3-4ef0-ae6e-6c3ef0c33286
