abv,ibu,id,name,style,brewery_id,ounces,breweryUuid
0.096,,1319,Pernicious Double IPA,American Double / Imperial IPA,380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.052,,1303,6-4-3 Double Play Pilsner,German Pilsener,380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
,,1025,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.05,,1012,467 Ethan's Stout,American Stout,380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.064,,942,1335 Wicked Snout,Saison / Farmhouse Ale,380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.045,,937,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.0559999999999999,37.0,888,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.0559999999999999,37.0,886,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.0559999999999999,37.0,612,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.046,35.0,611,834 Happy As Ale,American Pale Ale (APA),380,12.0,f5e7c55b-e9bc-40fd-9008-dcf443a88837
0.059,60.0,1547,Full Nelson Pale Ale,American Pale Ale (APA),382,12.0,34ca6770-79f4-419e-b244-16f21b1273f4
0.065,30.0,1546,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,12.0,34ca6770-79f4-419e-b244-16f21b1273f4
0.053,22.0,1545,Blue Mountain Classic Lager,Euro Pale Lager,382,12.0,34ca6770-79f4-419e-b244-16f21b1273f4
0.059,60.0,119,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,12.0,34ca6770-79f4-419e-b244-16f21b1273f4
0.049,16.0,1408,Kölsch 151,Kölsch,414,12.0,34ca6770-79f4-419e-b244-16f21b1273f4
,,2490,Professor Black,American Stout,77,12.0,5c4c95ae-4128-4510-b2c7-2a7c483de5a2
,,2489,Little Boss,American Pale Wheat Ale,77,12.0,5c4c95ae-4128-4510-b2c7-2a7c483de5a2
,,2488,Van Dayum!,American Amber / Red Ale,77,12.0,5c4c95ae-4128-4510-b2c7-2a7c483de5a2
,,2487,Spirit Animal,American Pale Ale (APA),77,12.0,5c4c95ae-4128-4510-b2c7-2a7c483de5a2
0.07,,939,Toxic Sludge,American Black Ale,489,16.0,4857f5fa-2815-44f7-b30d-2b1f0d3c0c6b
0.06,40.0,692,Blue Point White IPA,American White IPA,489,12.0,4857f5fa-2815-44f7-b30d-2b1f0d3c0c6b
0.044,16.0,667,Blue Point Summer Ale,American Blonde Ale,489,12.0,4857f5fa-2815-44f7-b30d-2b1f0d3c0c6b
0.055,28.0,665,Toasted Lager,Vienna Lager,489,12.0,4857f5fa-2815-44f7-b30d-2b1f0d3c0c6b
0.065,,1569,Mad Manatee IPA,American IPA,378,12.0,6ac83b12-2e87-47ac-a439-11af6b9038a2
0.055,,1568,Killer Whale Cream Ale,Cream Ale,378,12.0,6ac83b12-2e87-47ac-a439-11af6b9038a2
0.06,,1188,Duke's Cold Nose Brown Ale,American Brown Ale,378,12.0,6ac83b12-2e87-47ac-a439-11af6b9038a2
0.042,30.0,1891,Longhop IPA,American IPA,281,16.0,b47c0e0d-23bf-4306-96eb-20f69302a63e
0.04,34.0,1890,Lucky Buck,Irish Dry Stout,281,16.0,b47c0e0d-23bf-4306-96eb-20f69302a63e
0.066,72.0,2422,Firestarter India Pale Ale,American IPA,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.075,22.0,1727,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.048,30.0,1614,Wood Splitter Pilsner,Czech Pilsener,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.0559999999999999,26.0,1613,Gyptoberfest,Märzen / Oktoberfest,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.07,94.0,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.047,,1548,Slow & Steady Golden Ale,American Blonde Ale,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.068,,1517,Pink-I Raspberry IPA,American IPA,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.047,,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.047,,1421,Live Local Golden Ale,American Blonde Ale,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.048,38.0,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.049,,1184,Dirtbag Dunkel,Munich Dunkel Lager,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.053,45.0,1183,Kindler Pale Ale,American Pale Ale (APA),107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.064,,1023,Mistress Winter Wheat,Winter Warmer,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.061,,998,Tent Pole Vanilla Porter,American Porter,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.0579999999999999,,997,Awry Rye Pale Ale,American Pale Ale (APA),107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.0579999999999999,,996,Demshitz Brown Ale,American Brown Ale,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.048,,931,Wood Splitter Pilsner (2012),Czech Pilsener,107,12.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.048,,798,Brush Creek Blonde,American Blonde Ale,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.066,72.0,633,Firestarter India Pale Ale,American IPA,107,16.0,7a9c3c72-0fbb-4ad4-9528-5dec234f7538
0.071,16.0,2062,Noche Dulce,American Porter,231,16.0,5e7a1229-c739-4d88-8b72-b4b9fcb98ba0
0.065,,2300,1492,American Pale Ale (APA),167,12.0,de70c697-36e2-4f30-9c08-f15fbca43bc8
0.0579999999999999,,2299,Mango Ginger,American IPA,167,12.0,de70c697-36e2-4f30-9c08-f15fbca43bc8
0.047,,2298,Passenger,English Dark Mild Ale,167,12.0,de70c697-36e2-4f30-9c08-f15fbca43bc8
0.052,40.0,2167,Evil Owl,American Amber / Red Ale,207,12.0,fd53e0a1-4115-4ebf-938b-e57335d40bbd
0.05,,2204,Post Time Kölsch,Kölsch,195,16.0,45249b6e-b1d0-4c2f-a60e-ab483169287f
0.042,9.0,1522,Agave Wheat,American Pale Wheat Ale,391,12.0,74633f8b-4260-42f5-8c1d-04eda70a2ecb
0.045,15.0,397,SummerBright Ale,American Pale Wheat Ale,391,12.0,74633f8b-4260-42f5-8c1d-04eda70a2ecb
0.062,68.0,193,Lucky U IPA,American IPA,391,12.0,74633f8b-4260-42f5-8c1d-04eda70a2ecb
0.054,19.0,83,Avalanche Ale,American Amber / Red Ale,391,12.0,74633f8b-4260-42f5-8c1d-04eda70a2ecb
0.05,,1802,"You're My Boy, Blue",Fruit / Vegetable Beer,308,12.0,26baf7e9-4615-4874-84b7-4b718c84d5ea
0.072,60.0,1801,Last Stop IPA,American IPA,308,12.0,26baf7e9-4615-4874-84b7-4b718c84d5ea
0.05,21.0,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12.0,26baf7e9-4615-4874-84b7-4b718c84d5ea
0.055,28.0,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12.0,26baf7e9-4615-4874-84b7-4b718c84d5ea
0.0579999999999999,,2619,Insert Hop Reference,American Pale Ale (APA),19,16.0,4694844c-ce2d-411f-9dce-22a5ff52802d
0.053,,2468,Manitou Amber,American Amber / Red Ale,85,16.0,b6de3e97-fdec-4ac0-924d-5775fa7006bf
0.067,,2637,Belfort,Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.06,,2636,Star Runner,Belgian Pale Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.098,,2598,Tart Side of the Barrel,American Double / Imperial Stout,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.06,,2597,Linnaeus Mango IPA,American IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.07,,2548,Beasts A'Burnin',Rauchbier,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.077,,2542,Verdun,Bière de Garde,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,2541,Barrel Aged Triomphe,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,2504,Cherry Doppelbock,Doppelbock,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,2500,Tropical Saison,Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,2499,Beach Patrol,Witbier,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.05,,2498,Nuit Serpent,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.09,,2481,Paris,Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.055,,2476,The Grand Army,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.059,,2467,Acidulated Trip,Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.066,,2466,Root Stock,Rye Beer,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.0409999999999999,,2465,Mind Games,Dunkelweizen,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.0819999999999999,,2433,Sous Chef,Belgian Strong Pale Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,2418,Dubbelicious,Dubbel,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.062,,2416,Psychopomp,Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
,,2382,Fat Paczki,Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
,,2381,Earth-Like Planets,Belgian Pale Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.061,,2290,Ski Patrol,Witbier,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.063,,2241,Viking Ice Hole,Oatmeal Stout,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.0559999999999999,,2240,Rye Porter,American Porter,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.099,,2137,Wizard Burial Ground,Quadrupel (Quad),10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.051,,2101,Smoky Wheat,Rauchbier,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.062,,2092,BRIPA,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.062,,2091,Mela,Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.053,,2086,W.I.P.A Snappa,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.063,,2023,Pepper in the Rye,Rye Beer,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.064,,2006,Moe Lasses',American Stout,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.07,,1997,Pumpkin Tart,Fruit / Vegetable Beer,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.067,,1977,Undertaker,Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.067,,1976,Undertaker (2014),Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.05,,1974,Coq D'Or,Belgian Pale Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.06,,1973,North French,Bière de Garde,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,1959,Agent a Deux,Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.045,,1958,Belgian Wit,Witbier,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.063,,1949,Pothole Stout,American Stout,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.093,,1947,Tree Bucket,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.073,,1785,Le Flaneur Ale,American Wild Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.0559999999999999,,1651,Maize & Blueberry,Fruit / Vegetable Beer,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.093,,1443,Trebuchet Double IPA,American Double / Imperial IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,1352,Contemplation,Bière de Garde,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.05,,1267,Black Rabbit,American Black Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.09,,1266,Zaison,Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.0819999999999999,,1178,Vivant Tripel,Tripel,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.098,,1136,Tart Side of the Moon,Belgian Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.06,,1044,Big Red Coq,American Amber / Red Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.099,,1033,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.095,,1031,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.092,,909,Escoffier Bretta Ale,American Wild Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,873,Contemplation (2012),Bière de Garde,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.099,,860,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.062,,677,Big Red Coq (2012),American Amber / Red Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.09,,671,Zaison (2012),Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.092,,670,Vivant Tripel (2012),Tripel,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.0969999999999999,,669,Trebuchet Double IPA (2012),Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.085,,627,Kludde,Belgian Strong Dark Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.055,,387,Farm Hand,Saison / Farmhouse Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.06,,385,Solitude,Belgian Pale Ale,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
0.065,,384,Triomphe,Belgian IPA,10,16.0,6be8cb90-0919-46ce-af30-435d51aa06b8
,,1096,Tampa Pale Ale,American Pale Ale (APA),467,12.0,e57d55f3-ee8c-45b0-a092-c77def6cd561
,,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,467,12.0,e57d55f3-ee8c-45b0-a092-c77def6cd561
0.05,15.0,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12.0,e9d8d2f1-c53c-46f6-8195-3799d6c3e818
0.052,17.0,920,Polar Pale Ale,American Pale Ale (APA),493,12.0,e9d8d2f1-c53c-46f6-8195-3799d6c3e818
0.048,,919,Chugach Session Ale,Cream Ale,493,12.0,e9d8d2f1-c53c-46f6-8195-3799d6c3e818
0.061,64.0,648,Fairweather IPA,American IPA,493,12.0,e9d8d2f1-c53c-46f6-8195-3799d6c3e818
0.068,47.0,1279,East India Pale Ale,English India Pale Ale (IPA),437,16.0,5ec37fdc-66c6-42ba-b23e-e985eb0c6558
0.045,,756,Brooklyn Summer Ale,English Pale Mild Ale,437,12.0,5ec37fdc-66c6-42ba-b23e-e985eb0c6558
0.068,47.0,566,East India Pale Ale,English India Pale Ale (IPA),437,12.0,5ec37fdc-66c6-42ba-b23e-e985eb0c6558
0.045,,328,Brooklyn Summer Ale (2011),English Pale Mild Ale,437,12.0,5ec37fdc-66c6-42ba-b23e-e985eb0c6558
0.052,,66,Brooklyn Lager (16 oz.),American Amber / Red Lager,437,16.0,5ec37fdc-66c6-42ba-b23e-e985eb0c6558
0.052,,65,Brooklyn Lager (12 oz.),American Amber / Red Lager,437,12.0,5ec37fdc-66c6-42ba-b23e-e985eb0c6558
0.045,,2552,Painted Turtle,American Pale Ale (APA),56,12.0,cbe836b4-5236-4448-9587-b9da70e18355
0.06,40.0,2125,1836,American Blonde Ale,214,12.0,7ce4f9c5-bf79-4d42-b7bb-aaa70cd2e069
0.06,20.0,2124,Summer's Wit,Witbier,214,12.0,7ce4f9c5-bf79-4d42-b7bb-aaa70cd2e069
0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,214,16.0,7ce4f9c5-bf79-4d42-b7bb-aaa70cd2e069
0.065,,2608,Wrath of Pele,American Brown Ale,24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.068,,2607,Black Beer'd,American Black Ale,24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.078,,2606,Mr. Tea,Fruit / Vegetable Beer,24,24.0,c0c4af99-eb53-4114-b976-de76d111596f
0.055,40.0,2478,Pale Alement,American Pale Ale (APA),24,12.0,c0c4af99-eb53-4114-b976-de76d111596f
0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12.0,c0c4af99-eb53-4114-b976-de76d111596f
0.06,,2470,Kreamed Corn,Cream Ale,24,12.0,c0c4af99-eb53-4114-b976-de76d111596f
0.065,,2464,Coconoats,American Pale Wheat Ale,24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.072,86.0,2158,3:33 Black IPA,American IPA,24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.068,,2072,MCA,American IPA,24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.055,40.0,2054,Pale Alement,American Pale Ale (APA),24,16.0,c0c4af99-eb53-4114-b976-de76d111596f
0.05,14.0,2196,Couch Select Lager,American Pale Lager,197,12.0,94570768-e3ca-4d69-a292-35dea27a24c9
0.093,,2657,Blackbeard,American Double / Imperial Stout,5,12.0,37adfb0e-f64e-4e66-98d9-9dde6a7df11d
0.062,,2656,Rye Knot,American Brown Ale,5,12.0,37adfb0e-f64e-4e66-98d9-9dde6a7df11d
0.06,,2655,Dead Arm,American Pale Ale (APA),5,12.0,37adfb0e-f64e-4e66-98d9-9dde6a7df11d
0.048,,2654,32°/50° Kölsch ,Kölsch,5,16.0,37adfb0e-f64e-4e66-98d9-9dde6a7df11d
0.077,,2653,HopArt,American IPA,5,16.0,37adfb0e-f64e-4e66-98d9-9dde6a7df11d
0.0969999999999999,,2652,Boy King,American Double / Imperial IPA,5,16.0,37adfb0e-f64e-4e66-98d9-9dde6a7df11d
0.052,,2252,Gran Sport,American Porter,182,16.0,84b769ca-926a-4fc5-a1dc-f7cdce4eea06
0.053,25.0,2214,Horny Toad Cerveza,American Blonde Ale,182,16.0,84b769ca-926a-4fc5-a1dc-f7cdce4eea06
0.063,35.0,2213,Native Amber,American Amber / Red Ale,182,16.0,84b769ca-926a-4fc5-a1dc-f7cdce4eea06
0.068,100.0,1442,F5 IPA,American IPA,182,16.0,84b769ca-926a-4fc5-a1dc-f7cdce4eea06
0.063,35.0,170,Native Amber (2013),American Amber / Red Ale,182,16.0,84b769ca-926a-4fc5-a1dc-f7cdce4eea06
0.053,25.0,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16.0,84b769ca-926a-4fc5-a1dc-f7cdce4eea06
0.068,100.0,2315,Hopportunity Knocks IPA,American IPA,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.06,,1808,Pilot Rock Porter,American Porter,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.0559999999999999,55.0,1419,Caldera Pale Ale,American Pale Ale (APA),155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.039,16.0,878,Lawnmower Lager,American Adjunct Lager,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.054,24.0,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.061,94.0,793,Caldera IPA (2009),American IPA,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.061,94.0,792,Caldera IPA (2007),American IPA,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.0559999999999999,55.0,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.0559999999999999,55.0,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.0559999999999999,55.0,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.0559999999999999,55.0,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.0559999999999999,55.0,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.054,24.0,37,Ashland Amber Ale,American Amber / Red Ale,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.061,94.0,36,Caldera IPA,American IPA,155,12.0,0026ad13-246b-4091-b344-641934ef7cc3
0.05,,2257,Remain in Light,American Pilsner,178,12.0,9396e1c1-49d3-4169-8f7c-c8cb5d53af3a
0.065,,2256,Flower Child (2014),American IPA,178,12.0,9396e1c1-49d3-4169-8f7c-c8cb5d53af3a
0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16.0,ed03dc32-f0b3-4466-a9ec-069e31f25ba0
0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16.0,ed03dc32-f0b3-4466-a9ec-069e31f25ba0
0.055,64.0,2066,Fisherman's IPA,American IPA,230,12.0,ed03dc32-f0b3-4466-a9ec-069e31f25ba0
0.054,35.0,2065,Fisherman's Pils,German Pilsener,230,12.0,ed03dc32-f0b3-4466-a9ec-069e31f25ba0
0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,230,12.0,ed03dc32-f0b3-4466-a9ec-069e31f25ba0
0.055,35.0,1928,Cape Cod Red,American Amber / Red Ale,267,16.0,972823fa-5950-4bba-94e7-9a959b09a2bf
0.049,10.0,1927,Beach Blonde,American Blonde Ale,267,16.0,972823fa-5950-4bba-94e7-9a959b09a2bf
0.099,100.0,2094,Epitome,American Black Ale,222,16.0,c7cedf0a-db47-42a9-8642-dda456d33f52
0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16.0,c7cedf0a-db47-42a9-8642-dda456d33f52
0.078,80.0,1940,077XX,American Double / Imperial IPA,222,16.0,c7cedf0a-db47-42a9-8642-dda456d33f52
0.042,35.0,1439,Boat Beer,American IPA,222,12.0,c7cedf0a-db47-42a9-8642-dda456d33f52
0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,29,16.0,5b1e7138-19f6-45fa-a899-70d808b55591
,,2210,Special Release,,29,16.0,5b1e7138-19f6-45fa-a899-70d808b55591
0.068,70.0,2052,Dankosaurus,American IPA,29,16.0,5b1e7138-19f6-45fa-a899-70d808b55591
0.051,35.0,1584,Scruffy's Smoked Alt,Smoked Beer,29,16.0,5b1e7138-19f6-45fa-a899-70d808b55591
0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16.0,5b1e7138-19f6-45fa-a899-70d808b55591
0.05,18.0,1050,The Lawn Ranger,Cream Ale,29,16.0,5b1e7138-19f6-45fa-a899-70d808b55591
0.05,40.0,2377,Main St. Virginia Ale,Altbier,122,12.0,9b07942e-75fc-4df3-85d1-611544fb766c
0.045,24.0,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12.0,9b07942e-75fc-4df3-85d1-611544fb766c
0.05,40.0,1248,Main St. Virginia Ale,Altbier,122,12.0,9b07942e-75fc-4df3-85d1-611544fb766c
0.052,42.0,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12.0,9b07942e-75fc-4df3-85d1-611544fb766c
0.051,15.0,1649,Chai Ale,Herbed / Spiced Beer,350,16.0,f74cf0da-72f1-449c-b2ec-81b5fcd848bf
0.072,85.0,1648,Lucky Day IPA,American IPA,350,16.0,f74cf0da-72f1-449c-b2ec-81b5fcd848bf
0.095,99.0,1647,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.0,f74cf0da-72f1-449c-b2ec-81b5fcd848bf
0.075,77.0,1646,Catch 23,American Black Ale,350,16.0,f74cf0da-72f1-449c-b2ec-81b5fcd848bf
0.07,,2057,Stickin' In My Rye,Rye Beer,236,24.0,ccdcafc4-b513-4979-b45c-b4103b1d5a9a
0.06,45.0,2056,Black Me Stout,American Stout,236,12.0,ccdcafc4-b513-4979-b45c-b4103b1d5a9a
0.05,22.0,2055,Killer Kolsch,Kölsch,236,12.0,ccdcafc4-b513-4979-b45c-b4103b1d5a9a
0.07,65.0,1933,Missile IPA,American IPA,236,12.0,ccdcafc4-b513-4979-b45c-b4103b1d5a9a
0.089,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,cee664ba-c129-45ea-a00e-8fad713dcea0
0.055,25.0,2349,Cubano Espresso,Bock,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.062,65.0,2014,Operation Homefront,American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.0819999999999999,65.0,2013,Wandering Pelican,American Black Ale,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.055,,2012,Sugar Plum,American Brown Ale,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.055,,2011,Oktoberfest,Märzen / Oktoberfest,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.06,,2010,Puppy's Breath Porter,American Porter,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.045,,2009,Happening Now,American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.063,,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
0.055,,1369,Gwar Beer,American Pale Ale (APA),141,12.0,911ff443-97e8-4769-80d9-b7efe3b7a9a0
